r Qm L_r M_r T P rho kap eps clim rcf dlPdlT 
51529870516.665451 0.00074915171183720375 3.8259999999999897e+33 1.9875099372451559e+33 1003963.8554035407 1827981388102.7568 0.013098992342458496 15.97271155231946 3.9853084551194851e-11 " " c 4.583702130010832
51598668741.65432 0.00073415461338033339 3.8259999999999908e+33 1.9875397664739866e+33 998579.212892432 1783471914524.8035 0.012848902487508768 16.022784179895059 3.6923694968128951e-11 " " c 4.5838122601705535
51667466966.643188 0.00071940495501687796 3.825999999999992e+33 1.9875691035444715e+33 993208.98157983529 1739928983180.4368 0.01260292163943689 16.073157399214175 3.4198810818069884e-11 " " c 4.5839219997552307
51736265191.632057 0.0007048994755158855 3.8259999999999931e+33 1.9875979549431991e+33 987853.10488596035 1697333725067.5977 0.012360990797529191 16.123834398477364 3.166490392290522e-11 " " c 4.584031353470972
51805063416.620926 0.00069063494713306195 3.8259999999999937e+33 1.9876263270901525e+33 982511.5265187195 1655667609415.3691 0.012123051736289015 16.174818412423804 2.9309292164166282e-11 " " c 4.584140325988435
51873861641.609795 0.00067660817533643502 3.8259999999999943e+33 1.987654226339256e+33 977184.1904720302 1614912437923.2634 0.011889046995467887 16.226112723209297 2.7120089561138744e-11 " " c 4.5842489219423834
51942659866.598663 0.00066281599853457163 3.8259999999999948e+33 1.9876816589789148e+33 971871.0410241296 1575050339097.21 0.011658919870227824 16.277720661304286 2.508615912339438e-11 " " c 4.5843571459314356
52011458091.587532 0.0006492552878065716 3.8259999999999954e+33 1.9877086312325528e+33 966572.02273590048 1536063762680.6052 0.01143261440143317 16.329645606412843 2.3197068332677501e-11 " " c 4.5844650025199023
52080256316.576401 0.00063592294663383786 3.825999999999996e+33 1.9877351492591453e+33 961287.08044920885 1497935474178.8101 0.011210075366070049 16.381890988412842 2.1443047116201296e-11 " " c 4.5845724962368024
52149054541.565269 0.00062281591063473307 3.8259999999999966e+33 1.9877612191537477e+33 956016.1592852528 1460648549475.5146 0.010991248267791777 16.434460288318153 1.9814948180229466e-11 " " c 4.5846796315764626
52217852766.554138 0.00060993114729934739 3.8259999999999972e+33 1.9877868469480216e+33 950759.20464292262 1424186369539.4141 0.010776079327588546 16.487357039263344 1.8304209579301037e-11 " " c 4.5847864129989935
52286650991.543007 0.00059726565572937318 3.8259999999999977e+33 1.9878120386107544e+33 945516.16219717229 1388532615219.6631 0.010564515474579577 16.540584827511509 1.6902819402644041e-11 " " c 4.5848928449301249
52355449216.531876 0.00058481646637642548 3.8259999999999983e+33 1.9878368000483774e+33 940286.97789740213 1353671262128.6121 0.010356504336926226 16.59414729348596 1.5603282465225729e-11 " " c 4.5849989317623452
52424247441.520744 0.00057258064078513637 3.8259999999999989e+33 1.9878611371054785e+33 935071.59796585282 1319586575610.3435 0.010151994232864284 16.648048132826304 1.4398588896504171e-11 " " c 4.5851046778540443
52493045666.509613 0.00056055527133636041 3.8259999999999995e+33 1.9878850555653121e+33 929869.96889600984 1286263105793.5596 0.0099509341618539242 16.70229109746974 1.328218452530763e-11 " " c 4.5852100875304949
52561843891.498482 0.0005487374809933776 3.826e+33 1.9879085611503043e+33 924682.03745101939 1253685682727.3955 0.0097532737958456548 16.756879996758247 1.2247942964373122e-11 " " c 4.5853151650844195
52630642116.48735 0.00053712442304942876 3.826e+33 1.9879316595225549e+33 919507.75066211529 1221839411598.7551 0.0095589634706607484 16.811818698572246 1.1290139302937244e-11 " " c 4.5854199147750743
52699440341.476219 0.00052571328087724911 3.826e+33 1.9879543562843352e+33 914347.05582705617 1190709668029.7937 0.0093679541774845682 16.867111130491736 1.0403425320409689e-11 " " c 4.5855243408296866
52768238566.465088 0.00051450126768115556 3.826e+33 1.9879766569785823e+33 909199.90050857386 1160282093454.1934 0.0091801975544712738 16.922761280985558 9.5828061385707876e-12 " " c 4.5856284474434865
52837036791.453957 0.00050348562624957793 3.826e+33 1.9879985670893898e+33 904066.23253283266 1130542590570.9001 0.0089956458784583877 16.978773200629476 8.8236182339394593e-12 " " c 4.5857322387794799
52905835016.442825 0.00049266362871058789 3.826e+33 1.9880200920424948e+33 898945.99998789863 1101477318874.0171 0.0088142520567897654 17.035151003354251 8.1215087359594059e-12 " " c 4.585835718969185
52974633241.431694 0.00048203257628953722 3.826e+33 1.9880412372057603e+33 893839.15122221992 1073072690257.5669 0.0086359696192454538 17.091898867724115 7.4724159404621841e-12 " " c 4.5859388921124449
53043431466.420563 0.0004715897990668072 3.826e+33 1.9880620078896563e+33 888745.63484311744 1045315364693.8638 0.0084607527100770772 17.149021038246964 6.8725509714937837e-12 " " c 4.5860417622784526
53112229691.409431 0.00046133265573955473 3.826e+33 1.9880824093477342e+33 883665.3997152861 1018192245984.2504 0.008288556080147216 17.206521826716919 6.3183805280425111e-12 " " c 4.5861443335050733
53181027916.3983 0.0004512585333832364 3.826e+33 1.9881024467771008e+33 878598.39495930623 991690477580.98303 0.0081193350791714681 17.264405613590288 5.8066106554927624e-12 " " c 4.5862466098002459
53249826141.387169 0.00044136484721679636 3.826e+33 1.9881221253188859e+33 873544.56995016546 965797438479.06519 0.0079530456480617715 17.322676849395929 5.334171484754626e-12 " " c 4.5863485951405254
53318624366.376038 0.00043164904036785412 3.826e+33 1.9881414500587085e+33 868503.87431579083 940500739176.85144 0.0077896443113696099 17.381340056181049 4.8982028849936394e-12 " " c 4.5864502934736979
53387422591.364906 0.00042210858364066794 3.826e+33 1.9881604260271389e+33 863476.25793559116 915788217704.26379 0.0076290881698277829 17.440399828993389 4.4960409787126472e-12 " " c 4.5865517087164269
53456220816.353775 0.00041274097528587461 3.826e+33 1.9881790582001564e+33 858461.67093900905 891647935717.48328 0.0074713348929893973 17.499860837401073 4.1252054706299113e-12 " " c 4.5866528447568955
53525019041.342644 0.00040354374077178345 3.826e+33 1.988197351499605e+33 853460.06370408414 868068174658.99756 0.0073163427119627717 17.559727827050953 3.7833877443537189e-12 " " c 4.5867537054533196
53593817266.331512 0.00039451443255666963 3.826e+33 1.9882153107936449e+33 848471.38685602485 845037431981.90503 0.0071640704122409721 17.620005621266994 3.4684396832864114e-12 " " c 4.5868542946353061
53662615491.320381 0.00038565062986384291 3.826e+33 1.9882329408972009e+33 843495.59126579145 822544417437.39673 0.0070144773266246942 17.680699122689557 3.1783631745035325e-12 " " c 4.5869546161033847
53731413716.30925 0.00037694993845793778 3.826e+33 1.9882502465724072e+33 838532.62804868794 800578049424.35168 0.0068675233282372572 17.74181331495706 2.9113002565482486e-12 " " c 4.587054673629666
53800211941.298119 0.00036840999042286882 3.826e+33 1.988267232529049e+33 833582.44856296468 779127451400.00415 0.0067231688236304423 17.803353264431156 2.6655238741722288e-12 " " c 4.5871544709580121
53869010166.286987 0.00036002844394111833 3.826e+33 1.9882839034250013e+33 828645.00440843019 758181948350.65552 0.006581374745979994 17.865324121966946 2.4394292050341725e-12 " " c 4.5872540118043235
53937808391.275856 0.00035180298307546654 3.826e+33 1.9883002638666631e+33 823720.24742507283 737731063321.42322 0.0064421025483695424 17.927731124729352 2.2315255252538218e-12 " " c 4.5873532998567406
54006606616.264725 0.00034373131755138786 3.826e+33 1.9883163184093903e+33 818808.12969169265 717764514004.03577 0.0063053141971617906 17.990579598057352 2.0404285825073349e-12 " " c 4.5874523387753667
54075404841.253593 0.00033581118254200071 3.826e+33 1.988332071557924e+33 813908.60352454183 698272209381.69885 0.0061709721654557865 18.053874957377445 1.8648534470488091e-12 " " c 4.5875511321941591
54144203066.242462 0.00032804033845368341 3.826e+33 1.9883475277668157e+33 809021.62147597596 679244246430.07617 0.0060390394266291196 18.117622710167801 1.7036078126564973e-12 " " c 4.5876496837189782
54213001291.231331 0.0003204165707143547 3.826e+33 1.9883626914408492e+33 804147.13633311365 660670906873.44336 0.0059094794479639164 18.181828457974877 1.5555857210327317e-12 " " c 4.587747996929683
54281799516.2202 0.00031293768956208723 3.826e+33 1.9883775669354611e+33 799285.10111650673 642542653995.08984 0.0057822561843555121 18.246497898483995 1.4197616846395494e-12 " " c 4.5878460753789652
54350597741.209068 0.00030560152983638567 3.826e+33 1.9883921585571556e+33 794435.4690788188 624850129501.05957 0.0056573340721026806 18.311636827645685 1.2951851843310469e-12 " " c 4.5879439225938032
54419395966.197937 0.00029840595077035292 3.826e+33 1.9884064705639179e+33 789598.19370351406 607584150436.33704 0.0055346780227783507 18.377251141859542 1.1809755194509705e-12 " " c 4.5880415420751035
54488194191.186806 0.0002913488357847438 3.826e+33 1.9884205071656243e+33 784773.22870355519 590735706152.59961 0.0054142534171797169 18.443346840217412 1.0763169893046061e-12 " " c 4.5881389372974066
54556992416.175674 0.00028442809228312882 3.826e+33 1.9884342725244491e+33 779960.52802010998 574295955326.67334 0.0052960260993567031 18.509930026807897 9.804543860903215e-13 " " c 4.5882361117108417
54625790641.164543 0.0002776416514490565 3.826e+33 1.9884477707552678e+33 775160.04582126823 558256223028.84253 0.0051799623707177028 18.577006913084059 8.9268878049132019e-13 " " c 4.5883330687390647
54694588866.153412 0.00027098746804499196 3.826e+33 1.9884610059260587e+33 770371.73650076683 542607997840.17969 0.005066028984211616 18.6445838202965 8.1237358218523699e-13 " " c 4.5884298117816877
54763387091.142281 0.00026446352021092245 3.826e+33 1.9884739820583007e+33 765595.55467672483 527342929018.07465 0.004954193138585093 18.712667181993776 7.3891085853082969e-13 " " c 4.5885263442129656
54832185316.131149 0.00025806780926707074 3.826e+33 1.9884867031273679e+33 760831.45519038697 512452823709.15778 0.0048444224727140685 18.781263546592598 6.7174789564055152e-13 " " c 4.5886226693827279
54900983541.120018 0.00025179835951627538 3.826e+33 1.9884991730629223e+33 756079.39310487674 497929644208.82379 0.0047366850600085164 18.850379580019869 6.1037398694649251e-13 " " c 4.5887187906169755
54969781766.108887 0.00024565321804825846 3.826e+33 1.988511395749302e+33 751339.3237039583 483765505266.57782 0.0046309494028895174 18.920022068429194 5.5431743521913442e-13 " " c 4.5888147112167514
55038579991.097755 0.00023963045454578058 3.826e+33 1.9885233750259085e+33 746611.20249080716 469952671436.43732 0.0045271844273376202 18.990197920994081 5.0314275480431981e-13 " " c 4.5889104344602281
55107378216.086624 0.00023372816109135108 3.826e+33 1.9885351146875895e+33 741894.98518679047 456483554471.63788 0.0044253594775115973 19.060914172780606 4.5644806160742025e-13 " " c 4.5890059636013456
55176176441.075493 0.00022794445197582558 3.826e+33 1.9885466184850202e+33 737190.62773025536 443350710762.90204 0.0043254443104366316 19.132177987702182 4.1386263907596362e-13 " " c 4.589101301871219
55244974666.064362 0.00022227746350933497 3.826e+33 1.98855789012508e+33 732498.08627532702 430546838819.54425 0.0042274090907610104 19.203996661559039 3.7504466911558067e-13 " " c 4.58919645247778
55313772891.05323 0.00021672535383154834 3.826e+33 1.9885689332712292e+33 727817.317190715 418064776792.69672 0.0041312243855804419 19.276377625165662 3.3967911752085315e-13 " " c 4.5892914186056437
55382571116.042099 0.00021128630272548854 3.826e+33 1.9885797515438792e+33 723148.2770585285 405897500039.95294 0.0040368611593290691 19.349328447568748 3.074757641141951e-13 " " c 4.5893862034173845
55451369341.030968 0.00020595851143079269 3.826e+33 1.9885903485207643e+33 718490.92267310072 394038118730.73834 0.0039442907687363155 19.422856839359124 2.7816736836425829e-13 " " c 4.589480810053252
55520167566.019836 0.00020074020245985924 3.826e+33 1.9886007277373074e+33 713845.21103982173 382479875491.72821 0.00385348495784868 19.496970656080762 2.5150796180205736e-13 " " c 4.5895752416310867
55588965791.008705 0.00019562961941499424 3.826e+33 1.9886108926869836e+33 709211.09937397984 371216143091.64514 0.0037644158531156286 19.571677901740244 2.2727125906965761e-13 " " c 4.5896695012470587
55657764015.997574 0.00019062502680600169 3.826e+33 1.9886208468216829e+33 704588.54509961221 360240422164.77972 0.0036770559585387326 19.646986732420213 2.0524917992453457e-13 " " c 4.5897635919753634
55726562240.986443 0.00018572470986988332 3.826e+33 1.9886305935520689e+33 699977.50584836351 349546338972.58887 0.0035913781508832097 19.722905460000501 1.8525047498376985e-13 " " c 4.589857516869313
55795360465.975311 0.00018092697439220373 3.826e+33 1.9886401362479341e+33 695377.93945835379 339127643202.73694 0.003507355674951051 19.799442555990623 1.6709944842790364e-13 " " c 4.589951278960684
55864158690.96418 0.0001762301465285665 3.826e+33 1.9886494782385548e+33 690789.80397305463 328978205804.95654 0.0034249621389149244 19.876606655477676 1.5063477129532982e-13 " " c 4.5900448812606198
55932956915.953049 0.00017163257262908793 3.826e+33 1.9886586228130409e+33 686213.05764017405 319092016863.11505 0.0033441715097120303 19.95440656119375 1.3570837938626695e-13 " " c 4.5901383267592619
56001755140.941917 0.0001671326190618716 3.826e+33 1.988667573220686e+33 681647.65891054983 309463183502.88458 0.0032649581084971528 20.032851247707185 1.221844501616163e-13 " " c 4.5902316184266114
56070553365.930786 0.00016272867204047969 3.826e+33 1.9886763326713117e+33 677093.5664370514 300085927834.42212 0.0031872966061540927 20.111949865742009 1.0993845336743517e-13 " " c 4.5903247592121925
56139351590.919655 0.00015841913744985003 3.826e+33 1.9886849043356123e+33 672550.73907349061 290954584929.47754 0.0031111620188647286 20.191711746630297 9.8856270441672793e-14 " " c 4.5904177520462062
56208149815.908524 0.00015420244067632094 3.826e+33 1.9886932913454949e+33 668019.13587354065 282063600832.35632 0.0030365297037349488 20.272146406902294 8.8833378066978743e-14 " " c 4.5905105998378479
56276948040.897392 0.00015007702643610177 3.826e+33 1.9887014967944186e+33 663498.71608966333 273407530604.17419 0.0029633753544767031 20.35326355301941 7.977409152300886e-14 " " c 4.5906033054781936
56345746265.886261 0.00014604135860729617 3.826e+33 1.9887095237377303e+33 658989.43917204544 264981036399.84921 0.0028916749971454247 20.435073086255215 7.1590863764514086e-14 " " c 4.5906958718383102
56414544490.87513 0.00014209392006137023 3.826e+33 1.988717375192998e+33 654491.26476754318 256778885577.28772 0.0028214049859321163 20.517585107729992 6.4203636408565119e-14 " " c 4.590788301770317
56483342715.863998 0.00013823321249761822 3.826e+33 1.9887250541403423e+33 650004.15271863504 248795948838.22839 0.0027525419990093582 20.600809923604615 5.7539239056338052e-14 " " c 4.5908805981078196
56552140940.852867 0.00013445775627685119 3.826e+33 1.9887325635227655e+33 645528.06306238333 241027198400.21838 0.0026850630344305501 20.684758050439754 5.1530833602811952e-14 " " c 4.5909727636653361
56620939165.841736 0.00013076609025786112 3.826e+33 1.9887399062464773e+33 641062.95602940407 233467706199.20416 0.0026189454060816754 20.769440220726484 4.6117400402239019e-14 " " c 4.591064801239729
56689737390.830605 0.00012715677163444017 3.826e+33 1.9887470851812193e+33 636608.79204284528 226112642122.22839 0.0025541667396849019 20.85486738859494 4.1243263359070673e-14 " " c 4.5911567136093181
56758535615.819473 0.00012362837577351016 3.826e+33 1.9887541031605867e+33 632165.53171737411 218957272269.73273 0.002490704968853342 20.941050735707748 3.6857651203870347e-14 " " c 4.5912485035347048
56827333840.808342 0.00012017949605447331 3.826e+33 1.9887609629823478e+33 627733.13585817162 211996957246.97491 0.0024285383311963035 21.028001677345486 3.2914292392235058e-14 " " c 4.5913401737585477
56896132065.797211 0.00011680874371000627 3.826e+33 1.988767667408761e+33 623311.56545993674 205227150484.0766 0.0023676453644743611 21.115731868691245 2.9371041232557275e-14 " " c 4.5914317270069409
56964930290.786079 0.00011351474766740921 3.826e+33 1.9887742191668895e+33 618900.7817058987 198643396584.22672 0.0023080049028036029 21.204253211322325 2.6189533006101163e-14 " " c 4.5915231659880806
57033728515.774948 0.00011029615439206442 3.826e+33 1.9887806209489143e+33 614500.74596683739 192241329699.57294 0.0022495960729084171 21.293577859917157 2.3334865990993649e-14 " " c 4.5916144933932417
57102526740.763817 0.0001071516277303397 3.826e+33 1.9887868754124446e+33 610111.41980011249 186016671934.34189 0.0021923982904221632 21.383718229185604 2.0775308440793244e-14 " " c 4.591705711897335
57171324965.752686 0.00010407984875582255 3.826e+33 1.9887929851808248e+33 605732.76494870114 179965231774.73611 0.0021363912562351243 21.474687001031892 1.8482028698854361e-14 " " c 4.5917968241587799
57240123190.741554 0.00010107951561488804 3.826e+33 1.9887989528434421e+33 601364.7433402444 174082902545.16382 0.0020815549528891111 21.566497131958993 1.6428846752215866e-14 " " c 4.5918878328193973
57308921415.730423 9.8149343373932219e-05 3.826e+33 1.9888047809560292e+33 597007.31708610128 168365660890.36444 0.0020278696410181117 21.659161860724556 1.4592005643646358e-14 " " c 4.5919787405053789
57377719640.719292 9.5288063868159689e-05 3.826e+33 1.9888104720409663e+33 592660.4484804126 162809565283.0007 0.0019753158558343869 21.752694716258102 1.2949961268249712e-14 " " c 4.5920695498269835
57446517865.70816 9.2494425550593284e-05 3.826e+33 1.9888160285875799e+33 588324.09999917238 157410754556.29486 0.0019238744036594218 21.847109525850353 1.148318918202452e-14 " " c 4.5921602633788678
57515316090.697029 8.9767193343193163e-05 3.826e+33 1.9888214530524406e+33 583998.23429930839 152165446461.29391 0.0018735263584991467 21.942420423625673 1.0174007144424267e-14 " " c 4.5922508837404017
57584114315.685898 8.7105148487198747e-05 3.826e+33 1.988826747859659e+33 579682.81421777094 147069936248.35565 0.0018242530586628494 22.038641859309202 9.0064122056036292e-15 " " c 4.5923414134757534
57652912540.674767 8.45070883976895e-05 3.826e+33 1.9888319154011771e+33 575377.80277063081 142120595272.45407 0.0017760361034252201 22.135788607300892 7.965931232035498e-15 " " c 4.5924318551344117
57721710765.663635 8.1971826515481183e-05 3.826e+33 1.9888369580370609e+33 571083.1631521855 137313869621.90942 0.0017288573497309561 22.233875776069226 7.0394838418576497e-15 " " c 4.5925222112509019
57790508990.652504 7.949819216257481e-05 3.826e+33 1.9888418780957888e+33 566798.85873407428 132646278770.15485 0.0016826989089413842 22.332918817877829 6.2152567939794898e-15 " " c 4.5926124843455511
57859307215.641373 7.7085030398160725e-05 3.826e+33 1.9888466778745382e+33 562524.85306440224 128114414250.15794 0.0016375431436225487 22.432933538859093 5.4825889429339733e-15 " " c 4.5927026769244099
57928105440.630241 7.4731201874955744e-05 3.826e+33 1.9888513596394707e+33 558261.10986687278 123714938351.1221 0.0015933726643742349 22.533936109449581 4.83186593498253e-15 " " c 4.5927927914796305
57996903665.61911 7.2435582697316647e-05 3.826e+33 1.9888559256260151e+33 554007.59303992952 119444582837.0985 0.0015501703266993854 22.63594307520226 4.254423880334759e-15 " " c 4.5928828304890637
58065701890.607979 7.0197064279464705e-05 3.826e+33 1.9888603780391483e+33 549764.26665590645 115300147687.1461 0.0015079192279134066 22.738971367992281 3.7424612917785976e-15 " " c 4.5929727964178628
58134500115.596848 6.8014553205597572e-05 3.826e+33 1.9888647190536741e+33 545531.09496018803 111278499856.68275 0.0014666027040928238 22.843038317632633 3.2889586317672827e-15 " " c 4.5930626917169528
58203298340.585716 6.5886971090889368e-05 3.826e+33 1.9888689508145004e+33 541308.04237037722 107376572059.67662 0.0014262043270628006 22.948161663918103 2.8876048583000368e-15 " " c 4.5931525188246587
58272096565.574585 6.3813254442490752e-05 3.826e+33 1.988873075436914e+33 537095.07347547368 103591361571.33298 0.0013867079014230031 23.054359569115764 2.5327304049759074e-15 " " c 4.593242280166332
58340894790.563454 6.1792354523082516e-05 3.826e+33 1.9888770950068536e+33 532892.15303506062 99919929050.937164 0.0013480974616113255 23.161650630921905 2.2192460725914296e-15 " " c 4.5933319781542972
58409693015.552322 5.9823237213985081e-05 3.826e+33 1.9888810115811815e+33 528699.24597850104 96359397384.520081 0.0013103572690049811 23.270053895906081 1.9425873487838072e-15 " " c 4.5934216151887606
58478491240.541191 5.7904882879600272e-05 3.826e+33 1.9888848271879526e+33 524516.31740414363 92906950547.018265 0.0012734718090584814 23.379588873463778 1.6986637086679969e-15 " " c 4.5935111936572381
58547289465.53006 5.6036286233185351e-05 3.826e+33 1.9888885438266823e+33 520343.33257853752 89559832483.605896 0.0012374257884780299 23.490275550300915 1.4838124833460455e-15 " " c 4.5936007159356009
58616087690.518929 5.4216456203626251e-05 3.826e+33 1.9888921634686111e+33 516180.25693565758 86315346009.881638 0.0012022041324318562 23.602134405473777 1.2947569147399387e-15 " " c 4.5936901843871869
58684885915.507797 5.244441580221082e-05 3.826e+33 1.9888956880569695e+33 512027.05607613845 83170851730.598328 0.0011677919817960354 23.71518642601005 1.1285680445617904e-15 " " c 4.5937796013642602
58753684140.496666 5.0719201991400453e-05 3.826e+33 1.9888991195072392e+33 507883.69576651894 80123766976.628815 0.0011341746904353317 23.829453123137387 9.8263011253078227e-16 " " c 4.5938689692071941
58822482365.485535 4.903986555382378e-05 3.826e+33 1.9889024597074136e+33 503750.14193849626 77171564759.866287 0.0011013378225186209 23.944956549147598 8.5460916430509573e-16 " " c 4.5939582902448768
58891280590.474403 4.7405470962269547e-05 3.826e+33 1.9889057105182561e+33 499626.36068819015 74311772745.762421 0.001069267149868446 24.061719314926059 7.4242459314500847e-16 " " c 4.5940475667958154
58960078815.463272 4.5815096251122789e-05 3.826e+33 1.9889088737735567e+33 495512.31827541749 71541972243.211761 0.0010379486493442688 24.179764608177376 6.4422336117807662e-16 " " c 4.5941368011665444
59028877040.452141 4.4267832887689984e-05 3.826e+33 1.9889119512803865e+33 491407.98112297687 68859797211.495361 0.0010073685002589892 24.299116212380262 5.5835666640904311e-16 " " c 4.5942259956536953
59097675265.44101 4.2762785645633627e-05 3.826e+33 1.988914944819351e+33 487313.31581594405 66262933284.001587 0.00097751308182830298 24.419798526506163 4.8335884040988852e-16 " " c 4.5943151525426167
59166473490.429878 4.1299072477962717e-05 3.826e+33 1.9889178561448414e+33 483228.28910097771 63749116808.446724 0.00094836897065248265 24.54183658553826 4.1792827903787549e-16 " " c 4.5944042741086646
59235271715.418747 3.9875824391910619e-05 3.826e+33 1.9889206869852846e+33 479152.86788563634 61316133903.322456 0.00091992293823016228 24.665256081829199 3.6091022465287693e-16 " " c 4.5944933626168538
59304069940.407616 3.8492185324257022e-05 3.826e+33 1.9889234390433902e+33 475087.01923770603 58961819530.302055 0.00089216194850372645 24.790083387338598 3.112812332266128e-16 " " c 4.5945824203218688
59372868165.396484 3.7147312017427048e-05 3.826e+33 1.9889261139963975e+33 471030.71038453933 56684056582.341232 0.00086507315543589251 24.916345576793024 2.6813517353702455e-16 " " c 4.5946714494686249
59441666390.385353 3.5840373896589561e-05 3.826e+33 1.9889287134963198e+33 466983.90871240577 54480774987.21431 0.00083864390061709634 25.044070451814118 2.3067061839696724e-16 " " c 4.5947604522921335
59510464615.374222 3.4570552947643662e-05 3.826e+33 1.9889312391701873e+33 462946.58176585386 52349950826.230423 0.00081286171090328449 25.173286566062718 1.9817949964976924e-16 " " c 4.5948494310176518
59579262840.363091 3.3337043595649263e-05 3.826e+33 1.9889336926202883e+33 458918.69724708505 50289605467.878792 0.00078771429608373079 25.304023251449934 1.7003690954174228e-16 " " c 4.5949383878612027
59648061065.351959 3.2139052584589933e-05 3.826e+33 1.9889360754244094e+33 454900.22301533975 48297804716.156242 0.00076318954657849671 25.436310645468971 1.456919411169644e-16 " " c 4.59502732502889
59716859290.340828 3.0975798857579839e-05 3.826e+33 1.9889383891360725e+33 450891.12708629563 46372657973.334183 0.00073927553116515685 25.570179719704406 1.2465946953140956e-16 " " c 4.5951162447178318
59785657515.329697 2.9846513437847833e-05 3.826e+33 1.9889406352847722e+33 446891.37763147883 44512317416.926376 0.00071596049473442267 25.705662309579342 1.0651278470724451e-16 " " c 4.5952051491160235
59854455740.318565 2.8750439311275855e-05 3.826e+33 1.9889428153762101e+33 442900.94297768787 42714977190.622604 0.0006932328560742987 25.842791145404263 9.0876993595747232e-17 " " c 4.5952940404019085
59923253965.307434 2.7686831308271209e-05 3.826e+33 1.988944930892528e+33 438919.7916064309 40978872608.957367 0.0006710812056824109 25.981599884795195 7.7423117537334373e-17 " " c 4.5953829207454477
59992052190.296303 2.6654955987859275e-05 3.826e+33 1.9889469832925403e+33 434947.8921533766 39302279375.486481 0.00064949430360615099 26.122123146532797 6.5862816845051078e-17 " " c 4.5954717923069941
60060850415.285172 2.5654091521554179e-05 3.826e+33 1.9889489740119638e+33 430985.21340781881 37683512814.248199 0.00062846107731028933 26.264396545938858 5.5943680836046503e-17 " " c 4.5955606572385141
60129648640.27404 2.4683527578672759e-05 3.826e+33 1.9889509044636461e+33 427031.72431215568 36120927114.289185 0.00060797061957171088 26.408456731850489 4.744502713373147e-17 " " c 4.5956495176829986
60198446865.262909 2.3742565212314659e-05 3.826e+33 1.9889527760377929e+33 423087.39396138338 34612914587.03923 0.00058801218640092926 26.55434142527799 4.0174159198556484e-17 " " c 4.5957383757743022
60267245090.251778 2.2830516745009355e-05 3.826e+33 1.9889545901021943e+33 419152.19160260487 33157904936.322277 0.0005685751949900523 26.702089459837673 3.3963035752281089e-17 " " c 4.5958272336378121
60336043315.240646 2.1946705657138743e-05 3.826e+33 1.988956348002448e+33 415226.08663455414 31754364540.794643 0.00054964922168685868 26.851740824056037 2.8665310071509975e-17 " " c 4.5959160933898593
60404841540.229515 2.1090466474360525e-05 3.826e+33 1.9889580510621825e+33 411309.04860713665 30400795748.604935 0.00053122399999466579 27.003336705648589 2.41537010713002e-17 " " c 4.5960049571379669
60473639765.218384 2.0261144656363861e-05 3.826e+33 1.9889597005832786e+33 407401.04722098605 29095736184.073452 0.00051328941859766467 27.156919537882612 2.0317661706794876e-17 " " c 4.5960938269807539
60542437990.207253 1.9458096486402177e-05 3.826e+33 1.9889612978460887e+33 403502.05232703796 27837758066.192192 0.00049583551941140638 27.312533048140676 1.7061313516329978e-17 " " c 4.5961827050079478
60611236215.196121 1.8680688961603131e-05 3.826e+33 1.9889628441096556e+33 399612.03392612125 26625467538.749863 0.00047885249565812494 27.470222308808836 1.4301619137561829e-17 " " c 4.5962715933001732
60680034440.18499 1.7928299683500626e-05 3.826e+33 1.9889643406119295e+33 395730.96216856758 25457504011.889507 0.00046233068996659102 27.630033790621805 1.1966767371540536e-17 " " c 4.5963604939287803
60748832665.173859 1.7200316750565214e-05 3.826e+33 1.9889657885699832e+33 391858.80735383928 24332539514.909515 0.00044626059249619162 27.792015418606407 9.9947478693359664e-18 " " c 4.5964494089560342
60817630890.162727 1.6496138649402248e-05 3.826e+33 1.9889671891802264e+33 387995.53993017721 23249278060.121887 0.0004306328390849361 27.956216630773302 8.3320947913585301e-18 " " c 4.5965383404344253
60886429115.151596 1.5815174148392508e-05 3.826e+33 1.9889685436186191e+33 384141.13049426815 22206455017.584679 0.00041543820942109382 28.122688439717876 6.9327808590485489e-18 " " c 4.5966272904071381
60955227340.140465 1.5156842191110798e-05 3.826e+33 1.988969853040882e+33 380295.54979093332 21202836500.528526 0.00040066762523817238 28.291483497301552 5.7572450989823021e-18 " " c 4.596716260907308
61024025565.129333 1.4520571790965775e-05 3.826e+33 1.9889711185827078e+33 376458.76871283847 20237218761.300159 0.00038631214853294997 28.462656162596769 4.771539286245665e-18 " " c 4.5968052539577045
61092823790.118202 1.3905801926283878e-05 3.826e+33 1.9889723413599687e+33 372630.75830022618 19308427597.648628 0.00037236297980627821 28.636262573291376 3.9465796416409865e-18 " " c 4.5968942715710428
61161622015.107071 1.3311981435171205e-05 3.826e+33 1.9889735224689255e+33 368811.48974067188 18415317769.182915 0.00035881145632637941 28.812360720762047 3.2574917392805928e-18 " " c 4.5969833157487283
61230420240.09594 1.2738568913039927e-05 3.826e+33 1.9889746629864321e+33 365000.93436886364 17556772423.832298 0.0003456490504143609 28.991010529040789 2.6830378497780947e-18 " " c 4.5970723884815161
61299218465.084808 1.2185032608691415e-05 3.826e+33 1.9889757639701413e+33 361199.06366640772 16731702534.14369 0.00033286736775167832 29.172273937914714 2.2051170910065983e-18 " " c 4.5971614917480634
61368016690.073677 1.1650850322841855e-05 3.826e+33 1.988976826458708e+33 357405.84926165984 15939046343.252794 0.00032045814570928099 29.356214990416657 1.8083297938262569e-18 " " c 4.5972506275153231
